id,name,base_experience,height,weight,types,abilities,moves,stats
10002,deoxys-defense,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut","hp=50, attack=70, defense=160, special-attack=70, special-defense=160, speed=90"
10003,deoxys-speed,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut","hp=50, attack=95, defense=90, special-attack=95, special-defense=90, speed=180"
10004,wormadam-sandy,148,5,65,"bug, ground","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam","hp=60, attack=79, defense=105, special-attack=59, special-defense=85, speed=36"
10005,wormadam-trash,148,5,65,"bug, steel","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam","hp=60, attack=69, defense=95, special-attack=69, special-defense=95, speed=36"
10006,shaymin-sky,270,4,52,"grass, flying",serene-grace,"swords-dance, headbutt, take-down, double-edge, hyper-beam","hp=100, attack=103, defense=75, special-attack=120, special-defense=75, speed=127"
10007,giratina-origin,340,69,6500,"ghost, dragon",levitate,"cut, fly, headbutt, body-slam, take-down","hp=150, attack=120, defense=100, special-attack=120, special-defense=100, speed=90"
10008,rotom-heat,182,3,3,"electric, fire",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86"
10009,rotom-wash,182,3,3,"electric, water",levitate,"hydro-pump, thunder-shock, thunderbolt, thunder-wave, thunder","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86"
10010,rotom-frost,182,3,3,"electric, ice",levitate,"blizzard, thunder-shock, thunderbolt, thunder-wave, thunder","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86"
10011,rotom-fan,182,3,3,"electric, flying",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86"
10012,rotom-mow,182,3,3,"electric, grass",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic","hp=50, attack=65, defense=107, special-attack=105, special-defense=107, speed=86"
10013,castform-sunny,147,3,8,fire,forecast,"headbutt, tackle, body-slam, double-edge, disable","hp=70, attack=70, defense=70, special-attack=70, special-defense=70, speed=70"
10014,castform-rainy,147,3,8,water,forecast,"headbutt, tackle, body-slam, double-edge, disable","hp=70, attack=70, defense=70, special-attack=70, special-defense=70, speed=70"
10015,castform-snowy,147,3,8,ice,forecast,"headbutt, tackle, body-slam, double-edge, disable","hp=70, attack=70, defense=70, special-attack=70, special-defense=70, speed=70"
10016,basculin-blue-striped,161,10,180,water,"rock-head, adaptability, mold-breaker","cut, headbutt, tackle, take-down, thrash","hp=70, attack=92, defense=65, special-attack=80, special-defense=55, speed=98"
10017,darmanitan-zen,189,13,929,"fire, psychic","sheer-force, zen-mode","mega-punch, fire-punch, mega-kick, headbutt, tackle","hp=105, attack=30, defense=105, special-attack=140, special-defense=105, speed=55"
10018,meloetta-pirouette,270,6,65,"normal, fighting",serene-grace,"fire-punch, ice-punch, thunder-punch, swords-dance, sing","hp=100, attack=128, defense=90, special-attack=77, special-defense=77, speed=128"
10019,tornadus-therian,290,14,630,flying,regenerator,"gust, fly, body-slam, take-down, thrash","hp=79, attack=100, defense=80, special-attack=110, special-defense=90, speed=121"
10020,thundurus-therian,290,30,610,"electric, flying",volt-absorb,"thunder-punch, fly, body-slam, take-down, thrash","hp=79, attack=105, defense=70, special-attack=145, special-defense=80, speed=101"
10021,landorus-therian,300,13,680,"ground, flying",intimidate,"swords-dance, fly, body-slam, take-down, leer","hp=89, attack=145, defense=90, special-attack=105, special-defense=80, speed=91"
10022,kyurem-black,350,33,3250,"dragon, ice",teravolt,"cut, fly, body-slam, take-down, roar","hp=125, attack=170, defense=100, special-attack=120, special-defense=90, speed=95"
10023,kyurem-white,350,36,3250,"dragon, ice",turboblaze,"cut, fly, body-slam, take-down, roar","hp=125, attack=120, defense=90, special-attack=170, special-defense=100, speed=95"
10024,keldeo-resolute,290,14,485,"water, fighting",justified,"swords-dance, cut, double-kick, take-down, double-edge","hp=91, attack=72, defense=90, special-attack=129, special-defense=90, speed=108"
10025,meowstic-female,163,6,85,psychic,"keen-eye, infiltrator, competitive","pay-day, scratch, cut, leer, psybeam","hp=74, attack=48, defense=76, special-attack=83, special-defense=81, speed=104"
10026,aegislash-blade,250,17,530,"steel, ghost",stance-change,"swords-dance, cut, tackle, hyper-beam, toxic","hp=60, attack=140, defense=50, special-attack=140, special-defense=50, speed=60"
10027,pumpkaboo-small,67,3,35,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam","hp=44, attack=66, defense=70, special-attack=44, special-defense=55, speed=56"
10028,pumpkaboo-large,67,5,75,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam","hp=54, attack=66, defense=70, special-attack=44, special-defense=55, speed=46"
10029,pumpkaboo-super,67,8,150,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam","hp=59, attack=66, defense=70, special-attack=44, special-defense=55, speed=41"
10030,gourgeist-small,173,7,95,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam","hp=55, attack=85, defense=122, special-attack=58, special-defense=75, speed=99"
10031,gourgeist-large,173,11,140,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam","hp=75, attack=95, defense=122, special-attack=58, special-defense=75, speed=69"
10032,gourgeist-super,173,17,390,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam","hp=85, attack=100, defense=122, special-attack=58, special-defense=75, speed=54"
10033,venusaur-mega,281,24,1555,"grass, poison",thick-fat,"swords-dance, cut, bind, vine-whip, headbutt","hp=80, attack=100, defense=123, special-attack=122, special-defense=120, speed=80"
10034,charizard-mega-x,285,17,1105,"fire, dragon",tough-claws,"fire-punch, thunder-punch, scratch, swords-dance, cut","hp=78, attack=130, defense=111, special-attack=130, special-defense=85, speed=100"
10035,charizard-mega-y,285,17,1005,"fire, flying",drought,"fire-punch, thunder-punch, scratch, swords-dance, cut","hp=78, attack=104, defense=78, special-attack=159, special-defense=115, speed=100"
10036,blastoise-mega,284,16,1011,water,mega-launcher,"ice-punch, headbutt, tackle, tail-whip, bite","hp=79, attack=103, defense=120, special-attack=135, special-defense=115, speed=78"
10037,alakazam-mega,270,12,480,psychic,trace,"fire-punch, ice-punch, thunder-punch, headbutt, disable","hp=55, attack=50, defense=65, special-attack=175, special-defense=105, speed=150"
10038,gengar-mega,270,14,405,"ghost, poison",shadow-tag,"fire-punch, ice-punch, thunder-punch, headbutt, disable","hp=60, attack=65, defense=80, special-attack=170, special-defense=95, speed=130"
10039,kangaskhan-mega,207,22,1000,normal,parental-bond,"comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch","hp=105, attack=125, defense=100, special-attack=60, special-defense=100, speed=100"
10040,pinsir-mega,210,17,590,"bug, flying",aerilate,"vice-grip, guillotine, swords-dance, cut, bind","hp=65, attack=155, defense=120, special-attack=65, special-defense=90, speed=105"
10041,gyarados-mega,224,65,3050,"water, dark",mold-breaker,"bind, headbutt, thrash, leer, bite","hp=95, attack=155, defense=109, special-attack=70, special-defense=130, speed=81"
10042,aerodactyl-mega,215,21,790,"rock, flying",tough-claws,"wing-attack, whirlwind, fly, headbutt, take-down","hp=80, attack=135, defense=85, special-attack=70, special-defense=95, speed=150"
10043,mewtwo-mega-x,351,23,1270,"psychic, fighting",steadfast,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt","hp=106, attack=190, defense=100, special-attack=154, special-defense=100, speed=130"
10044,mewtwo-mega-y,351,15,330,psychic,insomnia,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt","hp=106, attack=150, defense=70, special-attack=194, special-defense=120, speed=140"
10045,ampharos-mega,275,14,615,"electric, dragon",mold-breaker,"fire-punch, thunder-punch, tackle, take-down, growl","hp=90, attack=95, defense=105, special-attack=165, special-defense=110, speed=45"
10046,scizor-mega,210,20,1250,"bug, steel",technician,"razor-wind, swords-dance, cut, leer, hyper-beam","hp=70, attack=150, defense=140, special-attack=65, special-defense=100, speed=75"
10047,heracross-mega,210,17,625,"bug, fighting",skill-link,"swords-dance, cut, horn-attack, fury-attack, tackle","hp=80, attack=185, defense=115, special-attack=40, special-defense=105, speed=75"
10048,houndoom-mega,210,19,495,"dark, fire",solar-power,"leer, bite, roar, ember, flamethrower","hp=75, attack=90, defense=90, special-attack=140, special-defense=90, speed=115"
10049,tyranitar-mega,315,25,2550,"rock, dark",sand-stream,"fire-punch, ice-punch, thunder-punch, cut, thrash","hp=100, attack=164, defense=150, special-attack=95, special-defense=120, speed=71"
10050,blaziken-mega,284,19,520,"fire, fighting",speed-boost,"fire-punch, thunder-punch, scratch, swords-dance, cut","hp=80, attack=160, defense=80, special-attack=130, special-defense=80, speed=100"
10051,gardevoir-mega,278,16,484,"psychic, fairy",pixilate,"fire-punch, ice-punch, thunder-punch, growl, hyper-beam","hp=68, attack=85, defense=65, special-attack=165, special-defense=135, speed=100"
10052,mawile-mega,168,10,235,"steel, fairy",huge-power,"ice-punch, thunder-punch, vice-grip, swords-dance, slam","hp=50, attack=105, defense=125, special-attack=55, special-defense=95, speed=50"
10053,aggron-mega,284,22,3950,steel,filter,"fire-punch, ice-punch, thunder-punch, cut, headbutt","hp=70, attack=140, defense=230, special-attack=60, special-defense=80, speed=50"
10054,medicham-mega,179,13,315,"fighting, psychic",pure-power,"fire-punch, ice-punch, thunder-punch, hyper-beam, low-kick","hp=60, attack=100, defense=85, special-attack=80, special-defense=85, speed=100"
10055,manectric-mega,201,18,440,electric,intimidate,"tackle, leer, bite, roar, flamethrower","hp=70, attack=75, defense=80, special-attack=135, special-defense=80, speed=135"
10056,banette-mega,194,12,130,ghost,prankster,"hyper-beam, thunderbolt, thunder-wave, thunder, toxic","hp=64, attack=165, defense=75, special-attack=93, special-defense=83, speed=75"
10057,absol-mega,198,12,490,dark,magic-bounce,"scratch, razor-wind, swords-dance, cut, double-edge","hp=65, attack=150, defense=60, special-attack=115, special-defense=60, speed=115"
10058,garchomp-mega,315,19,950,"dragon, ground",sand-force,"swords-dance, cut, sand-attack, tackle, take-down","hp=108, attack=170, defense=115, special-attack=120, special-defense=95, speed=92"
10059,lucario-mega,219,13,575,"fighting, steel",adaptability,"ice-punch, thunder-punch, swords-dance, roar, hyper-beam","hp=70, attack=145, defense=88, special-attack=140, special-defense=70, speed=112"
10060,abomasnow-mega,208,27,1850,"grass, ice",snow-warning,"ice-punch, swords-dance, leer, mist, ice-beam","hp=90, attack=132, defense=105, special-attack=132, special-defense=105, speed=30"
10061,floette-eternal,243,2,9,fairy,"flower-veil, symbiosis","vine-whip, tackle, razor-leaf, solar-beam, petal-dance","hp=74, attack=65, defense=67, special-attack=125, special-defense=128, speed=92"
10062,latias-mega,315,18,520,"dragon, psychic",levitate,"cut, fly, roar, surf, ice-beam","hp=80, attack=100, defense=120, special-attack=140, special-defense=150, speed=110"
10063,latios-mega,315,23,700,"dragon, psychic",levitate,"cut, fly, roar, surf, ice-beam","hp=80, attack=130, defense=100, special-attack=160, special-defense=120, speed=110"
10064,swampert-mega,286,19,1020,"water, ground",swift-swim,"ice-punch, tackle, take-down, growl, roar","hp=100, attack=150, defense=110, special-attack=95, special-defense=110, speed=70"
10065,sceptile-mega,284,19,552,"grass, dragon",lightning-rod,"pound, thunder-punch, swords-dance, cut, slam","hp=70, attack=110, defense=75, special-attack=145, special-defense=85, speed=145"
10066,sableye-mega,168,5,1610,"dark, ghost",magic-bounce,"fire-punch, ice-punch, thunder-punch, scratch, cut","hp=50, attack=85, defense=125, special-attack=85, special-defense=115, speed=20"
10067,altaria-mega,207,15,206,"dragon, fairy",pixilate,"fly, fury-attack, take-down, growl, roar","hp=75, attack=110, defense=110, special-attack=110, special-defense=105, speed=80"
10068,gallade-mega,278,16,564,"psychic, fighting",inner-focus,"fire-punch, ice-punch, thunder-punch, swords-dance, cut","hp=68, attack=165, defense=95, special-attack=65, special-defense=115, speed=110"
10069,audino-mega,425,15,320,"normal, fairy",healer,"pound, double-slap, fire-punch, ice-punch, thunder-punch","hp=103, attack=60, defense=126, special-attack=80, special-defense=126, speed=50"
10070,sharpedo-mega,196,25,1303,"water, dark",strong-jaw,"leer, bite, roar, surf, ice-beam","hp=70, attack=140, defense=70, special-attack=110, special-defense=65, speed=105"
10071,slowbro-mega,207,20,1200,"water, psychic",shell-armor,"pay-day, ice-punch, stomp, headbutt, tackle","hp=95, attack=75, defense=180, special-attack=130, special-defense=80, speed=30"
10072,steelix-mega,214,105,7400,"steel, ground",sand-force,"cut, bind, slam, tackle, double-edge","hp=75, attack=125, defense=230, special-attack=55, special-defense=95, speed=30"
10073,pidgeot-mega,261,22,505,"normal, flying",no-guard,"razor-wind, gust, wing-attack, whirlwind, fly","hp=83, attack=80, defense=80, special-attack=135, special-defense=80, speed=121"
10074,glalie-mega,203,21,3502,ice,refrigerate,"headbutt, leer, bite, ice-beam, blizzard","hp=80, attack=120, defense=80, special-attack=120, special-defense=80, speed=100"
10075,diancie-mega,315,11,278,"rock, fairy",magic-bounce,"tackle, hyper-beam, rock-throw, toxic, psychic","hp=50, attack=160, defense=110, special-attack=160, special-defense=110, speed=110"
10076,metagross-mega,315,25,9429,"steel, psychic",tough-claws,"ice-punch, thunder-punch, cut, take-down, hyper-beam","hp=80, attack=145, defense=150, special-attack=105, special-defense=110, speed=110"
10077,kyogre-primal,347,98,4300,water,primordial-sea,"body-slam, double-edge, roar, hydro-pump, surf","hp=100, attack=150, defense=90, special-attack=180, special-defense=160, speed=90"
10078,groudon-primal,347,50,9997,"ground, fire",desolate-land,"fire-punch, thunder-punch, swords-dance, cut, roar","hp=100, attack=180, defense=160, special-attack=150, special-defense=90, speed=90"
10079,rayquaza-mega,351,108,3920,"dragon, flying",delta-stream,"swords-dance, fly, bind, roar, flamethrower","hp=105, attack=180, defense=100, special-attack=180, special-defense=100, speed=115"
10080,pikachu-rock-star,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10081,pikachu-belle,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10082,pikachu-pop-star,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10083,pikachu-phd,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10084,pikachu-libre,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10085,pikachu-cosplay,112,4,60,electric,"static, lightning-rod","thunder-punch, slam, tail-whip, growl, strength","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10086,hoopa-unbound,306,65,4900,"psychic, dark",magician,"fire-punch, ice-punch, thunder-punch, take-down, psybeam","hp=80, attack=160, defense=60, special-attack=170, special-defense=130, speed=80"
10087,camerupt-mega,196,25,3205,"fire, ground",sheer-force,"tackle, take-down, growl, roar, ember","hp=70, attack=120, defense=100, special-attack=145, special-defense=105, speed=20"
10088,lopunny-mega,203,13,283,"normal, fighting",scrappy,"pound, fire-punch, ice-punch, thunder-punch, cut","hp=65, attack=136, defense=94, special-attack=54, special-defense=96, speed=135"
10089,salamence-mega,315,18,1126,"dragon, flying",aerilate,"cut, fly, headbutt, double-edge, leer","hp=95, attack=145, defense=130, special-attack=120, special-defense=90, speed=120"
10090,beedrill-mega,223,14,405,"bug, poison",adaptability,"swords-dance, cut, headbutt, fury-attack, twineedle","hp=65, attack=150, defense=40, special-attack=15, special-defense=80, speed=145"
10091,rattata-alola,51,3,38,"dark, normal","gluttony, hustle, thick-fat","headbutt, tackle, double-edge, tail-whip, bite","hp=30, attack=56, defense=35, special-attack=25, special-defense=35, speed=72"
10092,raticate-alola,145,7,255,"dark, normal","gluttony, hustle, thick-fat","swords-dance, headbutt, tackle, double-edge, tail-whip","hp=75, attack=71, defense=70, special-attack=40, special-defense=80, speed=77"
10093,raticate-totem-alola,145,14,1050,"dark, normal","gluttony, hustle, thick-fat","swords-dance, tackle, double-edge, tail-whip, bite","hp=75, attack=71, defense=70, special-attack=40, special-defense=80, speed=77"
10094,pikachu-original-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10095,pikachu-hoenn-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10096,pikachu-sinnoh-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10097,pikachu-unova-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10098,pikachu-kalos-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10099,pikachu-alola-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10100,raichu-alola,243,7,210,"electric, psychic",surge-surfer,"mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=60, attack=85, defense=50, special-attack=95, special-defense=85, speed=110"
10101,sandshrew-alola,60,7,400,"ice, steel","snow-cloak, slush-rush","ice-punch, scratch, swords-dance, headbutt, body-slam","hp=50, attack=75, defense=90, special-attack=10, special-defense=35, speed=40"
10102,sandslash-alola,158,12,550,"ice, steel","snow-cloak, slush-rush","ice-punch, scratch, swords-dance, headbutt, body-slam","hp=75, attack=100, defense=120, special-attack=25, special-defense=65, speed=65"
10103,vulpix-alola,60,6,99,ice,"snow-cloak, snow-warning","headbutt, tackle, body-slam, take-down, double-edge","hp=38, attack=41, defense=40, special-attack=50, special-defense=65, speed=65"
10104,ninetales-alola,177,11,199,"ice, fairy","snow-cloak, snow-warning","headbutt, tackle, body-slam, take-down, double-edge","hp=73, attack=67, defense=75, special-attack=81, special-defense=100, speed=109"
10105,diglett-alola,53,2,10,"ground, steel","sand-veil, tangling-hair, sand-force","scratch, swords-dance, sand-attack, headbutt, body-slam","hp=10, attack=55, defense=30, special-attack=35, special-defense=45, speed=90"
10106,dugtrio-alola,149,7,666,"ground, steel","sand-veil, tangling-hair, sand-force","scratch, swords-dance, sand-attack, headbutt, body-slam","hp=35, attack=100, defense=60, special-attack=50, special-defense=70, speed=110"
10107,meowth-alola,58,4,42,dark,"pickup, technician, rattled","pay-day, scratch, headbutt, body-slam, take-down","hp=40, attack=35, defense=35, special-attack=50, special-defense=40, speed=90"
10108,persian-alola,154,11,330,dark,"fur-coat, technician, rattled","pay-day, scratch, headbutt, body-slam, take-down","hp=65, attack=60, defense=60, special-attack=75, special-defense=65, speed=115"
10109,geodude-alola,60,4,203,"rock, electric","magnet-pull, sturdy, galvanize","fire-punch, thunder-punch, headbutt, tackle, body-slam","hp=40, attack=80, defense=100, special-attack=30, special-defense=30, speed=20"
10110,graveler-alola,137,10,1100,"rock, electric","magnet-pull, sturdy, galvanize","fire-punch, thunder-punch, headbutt, tackle, body-slam","hp=55, attack=95, defense=115, special-attack=45, special-defense=45, speed=35"
10111,golem-alola,223,17,3160,"rock, electric","magnet-pull, sturdy, galvanize","mega-punch, fire-punch, thunder-punch, headbutt, tackle","hp=80, attack=120, defense=130, special-attack=55, special-defense=65, speed=45"
10112,grimer-alola,65,7,420,"poison, dark","poison-touch, gluttony, power-of-alchemy","pound, fire-punch, ice-punch, thunder-punch, headbutt","hp=80, attack=80, defense=50, special-attack=40, special-defense=50, speed=25"
10113,muk-alola,175,10,520,"poison, dark","poison-touch, gluttony, power-of-alchemy","pound, fire-punch, ice-punch, thunder-punch, headbutt","hp=105, attack=105, defense=75, special-attack=65, special-defense=100, speed=50"
10114,exeggutor-alola,186,109,4156,"grass, dragon","frisk, harvest","swords-dance, headbutt, body-slam, take-down, double-edge","hp=95, attack=105, defense=85, special-attack=125, special-defense=75, speed=45"
10115,marowak-alola,149,10,340,"fire, ghost","cursed-body, lightning-rod, rock-head","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick","hp=60, attack=80, defense=110, special-attack=50, special-defense=80, speed=45"
10116,greninja-battle-bond,239,15,400,"water, dark",battle-bond,"pound, ice-punch, growl, hydro-pump, surf","hp=72, attack=95, defense=67, special-attack=103, special-defense=71, speed=122"
10117,greninja-ash,288,15,400,"water, dark",battle-bond,"pound, ice-punch, swords-dance, take-down, growl","hp=72, attack=145, defense=67, special-attack=153, special-defense=71, speed=132"
10118,zygarde-10-power-construct,243,12,335,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake","hp=54, attack=100, defense=71, special-attack=61, special-defense=85, speed=115"
10119,zygarde-50-power-construct,300,50,3050,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake","hp=108, attack=100, defense=121, special-attack=81, special-defense=95, speed=95"
10120,zygarde-complete,354,45,6100,"dragon, ground",power-construct,"bind, body-slam, bite, hyper-beam, earthquake","hp=216, attack=100, defense=121, special-attack=91, special-defense=95, speed=85"
10121,gumshoos-totem,146,14,600,normal,"stakeout, strong-jaw, adaptability","fire-punch, ice-punch, thunder-punch, sand-attack, tackle","hp=88, attack=110, defense=60, special-attack=55, special-defense=60, speed=45"
10122,vikavolt-totem,225,26,1475,"bug, electric",levitate,"vice-grip, guillotine, bite, hyper-beam, solar-beam","hp=77, attack=70, defense=90, special-attack=145, special-defense=75, speed=43"
10123,oricorio-pom-pom,167,6,34,"electric, flying",dancer,"pound, double-slap, swords-dance, fly, take-down","hp=75, attack=70, defense=70, special-attack=98, special-defense=70, speed=93"
10124,oricorio-pau,167,6,34,"psychic, flying",dancer,"pound, double-slap, swords-dance, fly, take-down","hp=75, attack=70, defense=70, special-attack=98, special-defense=70, speed=93"
10125,oricorio-sensu,167,6,34,"ghost, flying",dancer,"pound, double-slap, swords-dance, fly, take-down","hp=75, attack=70, defense=70, special-attack=98, special-defense=70, speed=93"
10126,lycanroc-midnight,170,11,250,rock,"keen-eye, vital-spirit, no-guard","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick","hp=85, attack=115, defense=75, special-attack=55, special-defense=75, speed=82"
10127,wishiwashi-school,217,82,786,water,schooling,"take-down, double-edge, growl, mist, water-gun","hp=45, attack=140, defense=130, special-attack=140, special-defense=135, speed=30"
10128,lurantis-totem,168,15,580,grass,"leaf-guard, contrary","swords-dance, hyper-beam, growth, razor-leaf, solar-beam","hp=70, attack=105, defense=90, special-attack=80, special-defense=90, speed=45"
10129,salazzle-totem,168,21,810,"poison, fire","corrosion, oblivious","pound, double-slap, disable, ember, flamethrower","hp=68, attack=64, defense=60, special-attack=111, special-defense=60, speed=117"
10130,minior-orange-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60"
10131,minior-yellow-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60"
10132,minior-green-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60"
10133,minior-blue-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60"
10134,minior-indigo-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60"
10135,minior-violet-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60"
10136,minior-red,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=100, defense=60, special-attack=100, special-defense=60, speed=120"
10137,minior-orange,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=100, defense=60, special-attack=100, special-defense=60, speed=120"
10138,minior-yellow,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=100, defense=60, special-attack=100, special-defense=60, speed=120"
10139,minior-green,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=100, defense=60, special-attack=100, special-defense=60, speed=120"
10140,minior-blue,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=100, defense=60, special-attack=100, special-defense=60, speed=120"
10141,minior-indigo,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=100, defense=60, special-attack=100, special-defense=60, speed=120"
10142,minior-violet,175,3,3,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=100, defense=60, special-attack=100, special-defense=60, speed=120"
10143,mimikyu-busted,167,2,7,"ghost, fairy",disguise,"scratch, swords-dance, take-down, surf, hyper-beam","hp=55, attack=90, defense=80, special-attack=50, special-defense=105, speed=96"
10144,mimikyu-totem-disguised,167,4,28,"ghost, fairy",disguise,"scratch, swords-dance, hyper-beam, thunderbolt, thunder-wave","hp=55, attack=90, defense=80, special-attack=50, special-defense=105, speed=96"
10145,mimikyu-totem-busted,167,4,28,"ghost, fairy",disguise,"scratch, swords-dance, surf, hyper-beam, thunderbolt","hp=55, attack=90, defense=80, special-attack=50, special-defense=105, speed=96"
10146,kommo-o-totem,270,24,2075,"dragon, fighting","bulletproof, soundproof, overcoat","fire-punch, ice-punch, thunder-punch, swords-dance, headbutt","hp=75, attack=110, defense=125, special-attack=100, special-defense=105, speed=85"
10147,magearna-original,300,10,805,"steel, fairy",soul-heart,"body-slam, take-down, sonic-boom, ice-beam, psybeam","hp=80, attack=95, defense=115, special-attack=130, special-defense=115, speed=65"
10148,pikachu-partner-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10149,marowak-totem,149,17,980,"fire, ghost","cursed-body, lightning-rod, rock-head","fire-punch, thunder-punch, swords-dance, thrash, tail-whip","hp=60, attack=80, defense=110, special-attack=50, special-defense=80, speed=45"
10150,ribombee-totem,162,4,20,"bug, fairy","honey-gather, shield-dust, sweet-veil","absorb, solar-beam, stun-spore, toxic, psychic","hp=60, attack=55, defense=60, special-attack=95, special-defense=70, speed=124"
10151,rockruff-own-tempo,56,5,92,rock,own-tempo,"swords-dance, sand-attack, tackle, body-slam, take-down","hp=45, attack=65, defense=40, special-attack=30, special-defense=40, speed=60"
10152,lycanroc-dusk,170,8,250,rock,tough-claws,"swords-dance, sand-attack, tackle, take-down, thrash","hp=75, attack=117, defense=65, special-attack=55, special-defense=65, speed=110"
